Name,Paper,Dataset,Model,Method,Notes,NumTrials,Err1,Err5,Top1,stdTop1,dTop1,Top5,dTop5,MParams,savedParams,keptParams,GFLOPS,savedFLOPS,keptFLOPS,OrigTop1,stdOrigTop1,OrigTop5,OrigMParams,OrigGFLOPS,old/new Nparam,old/new FLOPS,OrigErr1,OrigErr5
535,rethinking-net-pruning,ImageNet,VGG-16,Scratch-B,"table3, vs accel-very-deep",,,,,,-0.510%,,,,,,,,,71.71%,,,,,,5.000,,
588,rethinking-net-pruning,ImageNet,VGG-16,Scratch-B,"table6, vs han",,,,74.02%,,,,,,30.00%,,,,,73.37%,,,,,,,,
589,rethinking-net-pruning,ImageNet,VGG-16,Scratch-B,"table6, vs han",,,,73.42%,,,,,,60.00%,,,,,73.37%,,,,,,,,
590,rethinking-net-pruning,ImageNet,VGG-16,Magnitude,"table6, impl of han",,,,73.68%,,,,,,30.00%,,,,,73.37%,,,,,,,,
591,rethinking-net-pruning,ImageNet,VGG-16,Magnitude,"table6, impl of han",,,,73.63%,,,,,,60.00%,,,,,73.37%,,,,,,,,
32,rethinking-net-pruning,ImageNet,VGG-A+BN-noDrop,,"table4, vs slimming",,,,,,,,,,,,,,,,,,,,,,,
528,rethinking-net-pruning,ImageNet,VGG-GAP,,"table2, vs thinet",,,,,,,,,,,,,,,,,,,,,,,
529,rethinking-net-pruning,ImageNet,VGG-Tiny,,"table2, vs thinet",,,,,,,,,,,,,,,,,,,,,,,
267,rethinking-smaller-norm,CIFAR-10,conv96-192-192-384,,,,,,,,,,,,,,,,,,,,,,,,,
268,rethinking-smaller-norm,ImageNet,ResNet-101,,,,,,,,,,,,,,,,,,,,,,,,,
276,rethinking-smaller-norm,Various Segmentation Datasets,???,,"""We describe an image segmentation experiment whose neural network model is composed from an inception-like network branch and a densenet network branch""",,,,,,,,,,,,,,,,,,,,,,,
265,runtime-neural-pruning,ImageNet,VGG-16,,,,,,,,,,-3.580%,,,,,,,,,,,,,5.000,,
271,runtime-neural-pruning,ImageNet,VGG-16,,,,,,,,,,-2.320%,,,,,,,,,,,,,3.000,,
266,runtime-neural-pruning,ImageNet,VGG-16,,,,,,,,,,-4.890%,,,,,,,,,,,,,10.000,,
272,runtime-neural-pruning,ImageNet,VGG-16,,,,,,,,,,-3.230%,,,,,,,,,,,,,4.000,,
270,runtime-neural-pruning,LFW,conv32-32-64+fc-?-?,,,,,,,,,,,,,,,,,,,,,,,,,
606,samsung-differentiable,CIFAR-10,Plain-20,,table 1,,,,,,,,,,,,,,,,,,,,,,,
605,samsung-differentiable,CIFAR-10,ResNet-56,,table 1,,,,92.70%,,0.040%,,,,,,,,71.00%,92.66%,,,,,,,,
609,samsung-differentiable,CIFAR-10,ResNet-56,,table 1,,,,92.36%,,-0.300%,,,,,,,,52.00%,92.66%,,,,,,,,
604,samsung-differentiable,CIFAR-10,VGG-Torch-CIFAR10,,"table 1; hmm...they compare to pruning-filters, which used the vgg-torch-cifar10 variation, but they only refer to it as VGG-16. So unclear whether it actually is the smaller one or this comparison is not on the same network",,,,,,,,,,,,,,,,,,,,,,,
607,samsung-differentiable,ImageNet,MobileNet,,table 2,,,,68.10%,,-1.460%,,,,,50.00%,,,,69.56%,,,,,,,,
608,samsung-differentiable,ImageNet,VGG-16,,table 2,,,,,,,87.21%,-1.030%,,,,,,,68.38%,,88.24%,,,,,,
611,samsung-differentiable,ImageNet,VGG-16,,table 2,,,,65.12%,,-3.260%,,,,,50.00%,,,,68.38%,,88.24%,,,,,,
246,samsung-vbmf-tucker,ImageNet,???,,"table1; ""four representative CNNs, AlexNet, VGG-S, GoogLeNet, and VGG-16, which can be down- loaded on Berkeley’s Caffe model zoo."" but I definitely can't find a VGG-S (which is what this result is for) on the model zoo... (https://github.com/BVLC/caffe/wiki/Model-Zoo). Though there is ""VGG_CNN_S"" (https://github.com/BVLC/caffe/wiki/Model-Zoo#models-from-the-bmvc-2014-paper-return-of-the-devil-in-the-details-delving-deep-into-convolutional-nets), which is probably what they mean? However, in the original paper (http://www.robots.ox.ac.uk/~vgg/publications/2014/Chatfield14/chatfield14.pdf), the pdf doesn't even include the string ""cifar"", so who knows...",,,,,,,,-0.550%,11.0000,,,0.5490,,,,,,103.000,2.640,,4.800,,
249,samsung-vbmf-tucker,ImageNet,CaffeNet,,"table1; they say alexnet rather than caffenet, but that all their models can be downloaded from caffe model zoo",,,,,,,,-1.700%,,,,0.2720,,,,,,61.000,0.725,,2.670,,
250,samsung-vbmf-tucker,ImageNet,GoogLeNet,,table1,,,,,,,,-0.240%,,,,0.7600,,,,,,6.900,1.566,,2.060,,
248,samsung-vbmf-tucker,ImageNet,VGG-16,,"table1; ""In the case of VGG-16, we only compressed the convolutional layers as done in (Zhang et al., 2015a)""",,,,,,,,-0.500%,,,,3.1390,,,,,,138.000,15.484,,4.930,,
44,samsung-winograd-sparse,ImageNet,AlexNet,,"table2, spatial domain; yes they do say it's 724.4 MACs per image",,,,56.10%,,,79.30%,,,,,0.2400,,,56.80%,,80.00%,,0.724,,,,
447,samsung-winograd-sparse,ImageNet,AlexNet,,"table2, winograd domain",,,,56.00%,,,79.30%,,,,,0.1426,,,56.80%,,80.00%,,0.330,,,,
45,samsung-winograd-sparse,ImageNet,ResNet-18,,"table 2, spatial domain; cites the first resnet paper",,,,67.40%,,,88.20%,,,,,0.8886,,,68.20%,,88.60%,,2.347,,,,
543,samsung-winograd-sparse,ImageNet,ResNet-18,,"table 2, winograd domain; cites the first resnet paper ",,,,67.40%,,,88.20%,,,,,0.5164,,,68.20%,,88.60%,,1.174,,,,
98,smallify,CIFAR-10,VGG-16+Dropout,,,,,,,,,,,,,,,,,,,,,,,,,
99,smallify,Covertype,fc50-50-20,,,,,,,,,,,,,,,,,,,,,,,,,
4,SNIP,CIFAR-10,AlexNet-b,,,,,,,,,,,,,,,,,,,,,,,,,
3,SNIP,CIFAR-10,AlexNet-s,,,,,,,,,,,,,,,,,,,,,,,,,
5,SNIP,CIFAR-10,VGG-C+BN,,,,,,,,,,,,,,,,,,,,,,,,,
6,SNIP,CIFAR-10,VGG-D+BN,,,,,,,,,,,,,,,,,,,,,,,,,
7,SNIP,CIFAR-10,VGG-like,,"""VGG-like (Zagoruyko 2015) is a popular variant adapted for CIFAR-10 which has one less fc layers. For all VGG models, we set the size of the fc layers to 512, remove dropout layers to avoid any effect on sparsification and use batch normalization instead."" But...the zagoruyko model has dropout and batchnorm, not just one less fc layer. And it isn't the same model (for our purposes) if different fc layer sizes",,,,,,,,,,,,,,,,,,,,,,,
8,SNIP,CIFAR-10,WRN-16-8,,,,,,,,,,,,,,,,,,,,,,,,,
9,SNIP,CIFAR-10,WRN-16-10,,,,,,,,,,,,,,,,,,,,,,,,,
10,SNIP,CIFAR-10,WRN-22-8,,,,,,,,,,,,,,,,,,,,,,,,,
2,SNIP,MNIST,LeNet-5,,,,,,,,,,,,,,,,,,,,,,,,,
1,SNIP,MNIST,LeNet-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
14,SNIP,Sequential MNIST,GRU-b,,,,,,,,,,,,,,,,,,,,,,,,,
13,SNIP,Sequential MNIST,GRU-s,,,,,,,,,,,,,,,,,,,,,,,,,
12,SNIP,Sequential MNIST,LSTM-b,,,,,,,,,,,,,,,,,,,,,,,,,
11,SNIP,Sequential MNIST,LSTM-s,,,,,,,,,,,,,,,,,,,,,,,,,
16,SNIP,Tiny ImageNet,AlexNet-b,,,,,,,,,,,,,,,,,,,,,,,,,
15,SNIP,Tiny ImageNet,AlexNet-s,,,,,,,,,,,,,,,,,,,,,,,,,
17,SNIP,Tiny ImageNet,VGG-C+BN,,,,,,,,,,,,,,,,,,,,,,,,,
18,SNIP,Tiny ImageNet,VGG-D+BN,,,,,,,,,,,,,,,,,,,,,,,,,
19,SNIP,Tiny ImageNet,VGG-like,,,,,,,,,,,,,,,,,,,,,,,,,
184,soft-filter-pruning,CIFAR-10,ResNet-20,,"PreResNets throughout, it seems",3,,,92.24%,0.33%,,,,,,,0.0344,15.20%,,92.20%,0.18%,,,,,,,
498,soft-filter-pruning,CIFAR-10,ResNet-20,,"for cifar results, ""We run each experiment three times and report the ""mean \pm std""."" (yes they have the inner quotes, and the \pm is mine, not them making a typo)",3,,,91.20%,0.30%,,,,,,,0.0287,29.30%,,92.20%,0.18%,,,,,,,
499,soft-filter-pruning,CIFAR-10,ResNet-20,,,3,,,90.83%,0.31%,,,,,,,0.0243,42.20%,,92.20%,0.18%,,,,,,,
185,soft-filter-pruning,CIFAR-10,ResNet-32,,,3,,,93.22%,0.09%,,,,,,,0.0586,14.90%,,92.63%,0.70%,,,,,,,
500,soft-filter-pruning,CIFAR-10,ResNet-32,,,3,,,90.63%,0.37%,,,,,,,0.0490,28.80%,,92.63%,0.70%,,,,,,,
501,soft-filter-pruning,CIFAR-10,ResNet-32,,,3,,,90.08%,0.08%,,,,,,,0.0403,41.50%,,92.63%,0.70%,,,,,,,
181,soft-filter-pruning,CIFAR-10,ResNet-56,,,3,,,93.89%,0.19%,,,,,,,0.1070,14.70%,,93.59%,0.58%,,,,,,,
502,soft-filter-pruning,CIFAR-10,ResNet-56,,,3,,,92.26%,0.31%,,,,,,,0.0594,52.60%,,93.59%,0.58%,,,,,,,
503,soft-filter-pruning,CIFAR-10,ResNet-56,Fine-Tune,"with ""fine tuning""",3,,,93.35%,0.31%,,,,,,,0.0594,52.60%,,93.59%,0.58%,,,,,,,
504,soft-filter-pruning,CIFAR-10,ResNet-56,,,3,,,93.47%,0.24%,,,,,,,0.0898,28.40%,,93.59%,0.58%,,,,,,,
505,soft-filter-pruning,CIFAR-10,ResNet-56,,,3,,,93.10%,0.20%,,,,,,,0.0740,41.10%,,93.59%,0.58%,,,,,,,
506,soft-filter-pruning,CIFAR-10,ResNet-56,Fine-Tune,"with ""fine tuning""",3,,,93.78%,0.22%,,,,,,,0.0740,41.10%,,93.59%,0.58%,,,,,,,
192,soft-filter-pruning,CIFAR-10,ResNet-110,,,3,,,93.83%,0.19%,,,,,,,0.2160,14.60%,,93.68%,0.32%,,,,,,,
507,soft-filter-pruning,CIFAR-10,ResNet-110,,,3,,,93.93%,0.41%,,,,,,,0.1820,28.20%,,93.68%,0.32%,,,,,,,
508,soft-filter-pruning,CIFAR-10,ResNet-110,Fine-Tune,"with ""fine tuning""",3,,,93.86%,0.21%,,,,,,,0.1500,40.80%,,93.68%,0.32%,,,,,,,
509,soft-filter-pruning,CIFAR-10,ResNet-110,,,3,,,93.38%,0.30%,,,,,,,0.1500,40.80%,,93.68%,0.32%,,,,,,,
193,soft-filter-pruning,ImageNet,ResNet-18,,"not clear what the numbers means; had to infer that ""pruned flops"" and ""Ours(%d\%)"" higher is better based on values in Table 1, which is the one for CIFAR10",,,,67.10%,,,87.78%,,,,,,41.80%,,70.28%,,89.63%,,,,,,
194,soft-filter-pruning,ImageNet,ResNet-34,,,,,,71.83%,,,90.33%,,,,,,41.10%,,73.92%,,91.62%,,,,,,
195,soft-filter-pruning,ImageNet,ResNet-50,,,,,,74.61%,,,92.06%,,,,,,41.80%,,76.15%,,92.87%,,,,,,
510,soft-filter-pruning,ImageNet,ResNet-50,Fine-Tune,"with ""fine-tuning""; I'm deliberately omitting results here because they're so bad they mess up the plots; also seems like authors are arguing that with fine-tuning isn't really their method per se; data that was here:
top1=62.14%
top5=84.60%
saved%=41.80%
origTop1=76.15%
origTop5=92.87%",,,,,,,,,,,,,,,,,,,,,,,
196,soft-filter-pruning,ImageNet,ResNet-101,,,,,,77.03%,,,93.46%,,,,,,42.20%,,77.37%,,93.56%,,,,,,
511,soft-filter-pruning,ImageNet,ResNet-101,,,,,,77.51%,,,93.71%,,,,,,42.20%,,77.37%,,93.56%,,,,,,
216,sparse-evolutionary,Caltech-101-Silhouettes-28x28,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
215,sparse-evolutionary,Caltech101-Silhouettes-16x16,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
221,sparse-evolutionary,CIFAR-10,Family of CNNs,,,,,,,,,,,,,,,,,,,,,,,,,
219,sparse-evolutionary,CIFAR-10,fc4000-1000-4000,,"they say input layer is size 3072, so unclear what they were doing",,,,,,,,,,,,,,,,,,,,,,,
220,sparse-evolutionary,HIGGS,fc1000-1000-1000,,,,,,,,,,,,,,,,,,,,,,,,,
217,sparse-evolutionary,MNIST,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
218,sparse-evolutionary,MNIST,fc1000-1000-1000,,,,,,,,,,,,,,,,,,,,,,,,,
207,sparse-evolutionary,UCI-Adult,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
208,sparse-evolutionary,UCI-Connect4,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
209,sparse-evolutionary,UCI-DNA,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
210,sparse-evolutionary,UCI-Mushrooms,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
211,sparse-evolutionary,UCI-NIPS-0-12,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
212,sparse-evolutionary,UCI-OCR-letters,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
213,sparse-evolutionary,UCI-RCV1,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
214,sparse-evolutionary,UCI-Web,Family of RBMs,,,,,,,,,,,,,,,,,,,,,,,,,
176,sparse-variational-dropout,CIFAR-10,VGG-Torch-CIFAR10,,,,,,,,,,,,,,,,,,,,,,,,,
177,sparse-variational-dropout,CIFAR-100,VGG-Torch-CIFAR10,,,,,,,,,,,,,,,,,,,,,,,,,
179,sparse-variational-dropout,MNIST,LeNet-5-Caffe,,,,,,,,,,,,,,,,,,,,,,,,,
178,sparse-variational-dropout,MNIST,LeNet-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
96,spectral-pruning,CIFAR-10,fc300-1000-300,,,,,,,,,,,,,,,,,,,,,,,,,
97,spectral-pruning,ImageNet,VGG-16,Spec-Conv,,,,,71.39%,,,90.63%,,114.6200,,,20.0200,,,68.34%,,88.44%,138.340,30.940,,,,
384,spectral-pruning,ImageNet,VGG-16,Spec-Conv,,,,,72.15%,,,91.06%,,131.4400,,,22.1300,,,68.34%,,88.44%,138.340,30.940,,,,
385,spectral-pruning,ImageNet,VGG-16,Spec-Conv,,,,,71.86%,,,90.88%,,130.3700,,,18.7300,,,68.34%,,88.44%,138.340,30.940,,,,
386,spectral-pruning,ImageNet,VGG-16,Spec-Conv-FC,,,,,68.66%,,,88.90%,,45.7700,,,9.5800,,,68.34%,,88.44%,138.340,30.940,,,,
387,spectral-pruning,ImageNet,VGG-16,Spec-GAP,"""Spec-GAP is a method that replaces the FC layers of Spec-Conv with a global average pooling (GAP) layer""",,,,67.55%,,,88.27%,,8.3100,,,11.2100,,,68.34%,,88.44%,138.340,30.940,,,,
388,spectral-pruning,ImageNet,VGG-16,Spec-Tiny,,,,,60.10%,,,82.89%,,2.3100,,,2.0700,,,68.34%,,88.44%,138.340,30.940,,,,
389,spectral-pruning,ImageNet,VGG-16,Spec-Conv2,,,,,70.09%,,,89.82%,,131.4400,,,9.5800,,,68.34%,,88.44%,138.340,30.940,,,,
390,spectral-pruning,ImageNet,VGG-16,Spec-GAP2,,,,,67.33%,,,87.99%,,8.3200,,,9.3400,,,68.34%,,88.44%,138.340,30.940,,,,
391,spectral-pruning,ImageNet,VGG-16,Spec-GAPe,"""Spec-GAPe sets the parameter $\alpha$ in each layer as $\alpha_l = 0.9944^l$ for the $l$-th layer.""",,,,67.78%,,,88.52%,,8.2500,,,14.7700,,,68.34%,,88.44%,138.340,30.940,,,,
95,spectral-pruning,MNIST,fc300-1000-300,,,,,,,,,,,,,,,,,,,,,,,,,
156,ssl,CIFAR-10,Cifar-net,,"""We implemented the ConvNet of [1]..."" Think this is referring to the ""a particular four-layer convolutional network"" in sec3.2 that isn't described",,,,,,,,,,,,,,,,,,,,,,,
157,ssl,CIFAR-10,ResNet-20,,,,,,,,,,,,,,,,,,,,,,,,,
155,ssl,ImageNet,CaffeNet,,"fig 7a, estimated from measuring px counts",,,,57.85%,,,,,,,,,4.20%,,58.70%,,,,,,,,
482,ssl,ImageNet,CaffeNet,,"fig 7a, estimated from measuring px counts",,,,57.65%,,,,,,,,,17.20%,,58.70%,,,,,,,,
484,ssl,ImageNet,CaffeNet,,"fig 7a, estimated from measuring px counts",,,,56.30%,,,,,,,,,55.80%,,58.70%,,,,,,,,
485,ssl,ImageNet,CaffeNet,,"fig 7a, estimated from measuring px counts",,,,56.00%,,,,,,,,,64.80%,,58.70%,,,,,,,,
486,ssl,ImageNet,CaffeNet,,"fig 7a, estimated from measuring px counts",,,,57.30%,,,,,,,,,38.00%,,58.70%,,,,,,,,
191,ssl,MNIST,fc174-78,,,,,,,,,,,,,,,,,,,,,,,,,
190,ssl,MNIST,fc294-166,,,,,,,,,,,,,,,,,,,,,,,,,
189,ssl,MNIST,fc500-300,,,,,,,,,,,,,,,,,,,,,,,,,
153,ssl,MNIST,fc500-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
154,ssl,MNIST,LeNet-5-Caffe,,"""LeNet [21] implemented by Caffe""",,,,,,,,,,,,,,,,,,,,,,,
77,sss,CIFAR-10,PreResNet-164,,"They call it ResNet-164 but cite the ""Identity Mappings..."" paper",,,,,,,,,,,,,,,,,,,,,,,
76,sss,CIFAR-10,ResNet-20,,"They call it ResNet-20 but cite the ""Identity Mappings..."" paper",,,,,,,,,,,,,,,,,,,,,,,
78,sss,CIFAR-10,ResNext-20,,32 groups/resid block,,,,,,,,,,,,,,,,,,,,,,,
79,sss,CIFAR-10,ResNext-164,,32 groups/resid block,,,,,,,,,,,,,,,,,,,,,,,
75,sss,CIFAR-10,VGG-16+BN-OneFC,,,,,,,,,,,,,,,,,,,,,,,,,
87,sss,ImageNet,PeleeNet,,,,,,,,,,,,,,,,,,,,,,,,,
85,sss,ImageNet,ResNet-50,,"They call it ResNet-50 but cite the ""Identity Mappings..."" paper",,,,75.44%,,,92.61%,,25.3000,,,3.4730,,,76.12%,,92.68%,25.500,4.089,,,,
381,sss,ImageNet,ResNet-50,,"They call it ResNet-50 but cite the ""Identity Mappings..."" paper",,,,74.18%,,,91.91%,,18.6000,,,2.8180,,,76.12%,,92.68%,25.500,4.089,,,,
382,sss,ImageNet,ResNet-50,,"They call it ResNet-50 but cite the ""Identity Mappings..."" paper",,,,71.82%,,,90.79%,,15.6000,,,2.3290,,,76.12%,,92.68%,25.500,4.089,,,,
86,sss,ImageNet,ResNext-50,,,,,,,,,,,,,,,,,,,,,,,,,
380,sss,ImageNet,VGG-16,,,,,,68.53%,,,88.20%,,130.5000,,,7.6670,,,72.46%,,90.84%,138.300,30.970,,,,
336,structured-log-normal,CIFAR-10,VGG-Torch-CIFAR10,,,,,,,,,,,,,,,,,,,,,,,,,
335,structured-log-normal,MNIST,LeNet-5-Caffe,,,,,,,,,,,,,,,,,,,,,,,,,
334,structured-log-normal,MNIST,Lenet-500-300,,"Not actually a ""LeNet"" architecture; they just call it that since it's similar

__NOTE__",,,,,,,,,,,,,,,,,,,,,,,
578,synaptic-strength,CIFAR-10,DenseNet-40,,table1,,,,,,,,,,,,,,,,,,,,,,,
577,synaptic-strength,CIFAR-10,ResNet-18,,table1,,,,,,,,,,,,,,,,,,,,,,,
576,synaptic-strength,CIFAR-10,VGG-netslim,,"table1; they call it ""VGGNet"" but don't specify which; they cite [22] in fig3, which is network-slimming. However, given that net slimming code contradicts paper, unclear what they did",,,,,,,,,,,,,,,,,,,,,,,
579,synaptic-strength,ImageNet,ResNet-50,,table2 (and table3; just same result repeated),,25.32%,7.20%,,,,,,5.9000,,,,,,,,,25.600,,,,24.70%,7.80%
102,sze-energy-aware,ImageNet,AlexNet,,"""We use the models provided by MatConvNet [32] or converted from Caffe [33] or Torch [34]"" matconvnet (http://www.vlfeat.org/matconvnet/pretrained/) gives two pretained alexnets, and just says ""The first model has been imported from Caffe."" And yes, they do actually say it's originally 3.71e8 MACs",,,,,,,79.56%,,5.7300,,,0.0560,,,,,80.43%,60.950,0.371,,,,
103,sze-energy-aware,ImageNet,GoogLeNet,,,,,,,,,,,,,,,,,,,,,,,,,
104,sze-energy-aware,ImageNet,SqueezeNet,,,,,,,,,,,,,,,,,,,,,,,,,
138,thinet-channel-norms,CUB200-2011,AlexNet,,unclear if caffenet; transfer learning experiment,,,,,,,,,,,,,,,,,,,,,,,
137,thinet-channel-norms,CUB200-2011,VGG-16,,transfer learning experiment,,,,,,,,,,,,,,,,,,,,,,,
134,thinet-channel-norms,CUB200-2011,VGG-16-AvgPool,,"runs 4x and reports avg, though not any measure of variation",4,,,,,,,,,,,,,,,,,,,,,,
136,thinet-channel-norms,ImageNet,ResNet-50,,,,,,72.04%,,,90.67%,,16.9400,,,4.8800,,,72.88%,,91.14%,25.560,7.720,,,,
438,thinet-channel-norms,ImageNet,ResNet-50,,,,,,71.01%,,,90.02%,,12.3800,,,3.4100,,,72.88%,,91.14%,25.560,7.720,,,,
439,thinet-channel-norms,ImageNet,ResNet-50,,,,,,68.42%,,,88.30%,,8.6600,,,2.2000,,,72.88%,,91.14%,25.560,7.720,,,,
135,thinet-channel-norms,ImageNet,VGG-16,,"They call this one Thinet-Conv.
-""For a fair comparison, the accuracy of original VGG-16 model is evaluated on resized center-cropped images using pre-trained model as adopted in [10, 14]. The same strategy is also used in ResNet-50.""",,,,69.80%,,,89.53%,,131.4400,,,9.5800,,,68.34%,,88.44%,138.340,30.940,,,,
397,thinet-channel-norms,ImageNet,VGG-GAP,,,,,,,,,,,,,,,,,,,,,,,,,
530,thinet-channel-norms,ImageNet,VGG-Tiny,,,,,,,,,,,,,,,,,,,,,,,,,
140,thinet-channel-norms,Indoor-67-balanced,AlexNet,,unclear if caffenet; transfer learning experiment,,,,,,,,,,,,,,,,,,,,,,,
139,thinet-channel-norms,Indoor-67-balanced,VGG-16,,transfer learning experiment,,,,,,,,,,,,,,,,,,,,,,,
594,uiuc-coreset-pruning,CUB200-2011,VGG-16,AP+Coreset-S,table 6,,,,,,,,,,,,,,,,,,,,,,,
371,uiuc-coreset-pruning,ImageNet,AlexNet,AP+Coreset-K,"table1, AP+Coreset-K",,,,56.51%,,,,,4.0200,,,,,,57.22%,,,61.000,,,,,
545,uiuc-coreset-pruning,ImageNet,AlexNet,AP+Coreset-S,"table1, AP+Coreset-S",,,,56.38%,,,,,3.2000,,,,,,57.22%,,,61.000,,,,,
546,uiuc-coreset-pruning,ImageNet,AlexNet,AP+Coreset-A,"table1, AP+Coreset-A",,,,56.48%,,,,,3.6800,,,,,,57.22%,,,61.000,,,,,
567,uiuc-coreset-pruning,ImageNet,ResNet-18,AP+Coreset-K,"table3, AP+Coreset-K; only 2 sigfigs...",,,,69.00%,,,,,,,,,,,69.00%,,,,,13.30,,,
570,uiuc-coreset-pruning,ImageNet,ResNet-18,AP+Coreset-S,"table3, AP+Coreset-S; only 2 sigfigs...",,,,68.00%,,,,,,,,,,,69.00%,,,,,15.00,,,
571,uiuc-coreset-pruning,ImageNet,ResNet-18,AP+Coreset-A,"table3, AP+Coreset-A; only 2 sigfigs...",,,,69.00%,,,,,,,,,,,69.00%,,,,,14.20,,,
568,uiuc-coreset-pruning,ImageNet,ResNet-50,AP+Coreset-K,"table3, AP+Coreset-K; only 2 sigfigs...",,,,74.00%,,,,,,,,,,,75.00%,,,,,14.70,,,
572,uiuc-coreset-pruning,ImageNet,ResNet-50,AP+Coreset-S,"table3, AP+Coreset-S; only 2 sigfigs...",,,,74.00%,,,,,,,,,,,75.00%,,,,,15.80,,,
573,uiuc-coreset-pruning,ImageNet,ResNet-50,AP+Coreset-A,"table3, AP+Coreset-A; only 2 sigfigs...",,,,74.00%,,,,,,,,,,,75.00%,,,,,15.60,,,
569,uiuc-coreset-pruning,ImageNet,ResNet-101,AP+Coreset-K,"table3, AP+Coreset-K; only 2 sigfigs...",,,,75.00%,,,,,,,,,,,76.00%,,,,,15.10,,,
574,uiuc-coreset-pruning,ImageNet,ResNet-101,AP+Coreset-S,"table3, AP+Coreset-S; only 2 sigfigs...",,,,75.00%,,,,,,,,,,,76.00%,,,,,16.20,,,
575,uiuc-coreset-pruning,ImageNet,ResNet-101,AP+Coreset-A,"table3, AP+Coreset-A; only 2 sigfigs...",,,,75.00%,,,,,,,,,,,76.00%,,,,,15.80,,,
551,uiuc-coreset-pruning,ImageNet,SqueezeNet,AP+Coreset-K,"table1, AP+Coreset-K",,,,56.52%,,,,,0.6500,,,,,,57.01%,,,1.240,,,,,
552,uiuc-coreset-pruning,ImageNet,SqueezeNet,AP+Coreset-S,"table1, AP+Coreset-S",,,,56.44%,,,,,0.5900,,,,,,57.01%,,,1.240,,,,,
553,uiuc-coreset-pruning,ImageNet,SqueezeNet,AP+Coreset-A,"table1, AP+Coreset-A",,,,56.80%,,,,,0.6000,,,,,,57.01%,,,1.240,,,,,
544,uiuc-coreset-pruning,ImageNet,VGG-16,AP+Coreset-K,"table1, AP+Coreset-K",,,,68.56%,,,,,9.8100,,,,,,68.88%,,,138.000,,,,,
548,uiuc-coreset-pruning,ImageNet,VGG-16,AP+Coreset-S,"table1, AP+Coreset-S",,,,67.90%,,,,,8.1000,,,,,,68.88%,,,138.000,,,,,
549,uiuc-coreset-pruning,ImageNet,VGG-16,AP+Coreset-A,"table1, AP+Coreset-A",,,,68.16%,,,,,8.7000,,,,,,68.88%,,,138.000,,,,,
550,uiuc-coreset-pruning,MNIST,LeNet-5,,"table 5, only reports layerwise compression, with no mention of accuracy, and only gives compression to 1 significant figure...",,,,,,,,,,,,,,,,,,,,,,,
595,uiuc-coreset-pruning,Stanford-Dogs,VGG-16,AP+Coreset-S,table 6,,,,,,,,,,,,,,,,,,,,,,,
255,welling-slow-quantize+prune,CIFAR-10,WRN-16-4,,,,,,,,,,,,,,,,,,,,,,,,,
259,welling-slow-quantize+prune,CIFAR-100,WRN-16-4,,,,,,,,,,,,,,,,,,,,,,,,,
247,welling-slow-quantize+prune,MNIST,LeNet-5-Caffe,,,,,,,,,,,,,,,,,,,,,,,,,
254,welling-slow-quantize+prune,MNIST,LeNet-300-100,,,,,,,,,,,,,,,,,,,,,,,,,
282,zhang-accel-very-deep,ImageNet,AlexNet,,"""The comparison is based on our re-implementation of AlexNet."" Also, ""Our re-implementation of this model has top-5 single- view error rate as 18.8% (10-view top-5 16.0% and top- 1 37.6%). This is better than the one reported in [4].""
-Also, can't find alexnet numbers in here, except for each layer",,,,,,,,,,,,,,,62.40%,,81.20%,,,,,,
280,zhang-accel-very-deep,ImageNet,SPP-10,,,,,,,,,,,,,,,,,,,,,,,,,
281,zhang-accel-very-deep,ImageNet,VGG-16,,"table 7, ""our asym. (3d) FT"" 3x",,,,,,,,0.000%,,,,,,,,,10.10%,,,,3.000,,
582,zhang-accel-very-deep,ImageNet,VGG-16,,"table 7, ""our asym. (3d) FT"" 4x",,,,,,,,-0.300%,,,,,,,,,10.10%,,,,4.000,,
583,zhang-accel-very-deep,ImageNet,VGG-16,,"table 7, ""our asym. (3d) FT"" 5x",,,,,,,,-1.000%,,,,,,,,,10.10%,,,,5.000,,
283,zhang-accel-very-deep,Pascal VOC 2007,VGG-16,,using Faster R-CNN,,,,,,,,,,,,,,,,,,,,,,,
361,zhuang-discriminative-channel,CIFAR-10,???,,"They call it ""VGGNet"" without specifying which VGG network (and since running on CIFAR, likely to be some weird variation. They cite  [31] for it, which is (O. M. Parkhi, A. Vedaldi, A. Zisserman, et al. Deep face recognition. In BMVC, volume 1, page 6, 2015.) but this describes 3 networks, which are slight variations of VGG A, B, and D from the original VGG paper that they use for face recognition",,,,,,,,,,,,,,,,,,,,,,,
